,x0,x1,y
0,1.0,-3.203110305136734,19.95134555954425
1,1.0,5.843709489007307,63.99099132445254
2,1.0,8.592692932470454,27.237020735990328
3,1.0,-0.7738135933020618,52.83792336172897
4,1.0,1.0540700440008233,119.7619505465986
5,1.0,-6.417931776036781,-221.3846814738589
6,1.0,-3.9846898643355977,-110.83462914441466
7,1.0,-5.010367577419485,-0.4106840560983329
8,1.0,7.7466200685089515,148.92370383739828
9,1.0,5.901883070234295,-15.968738640798222
10,1.0,3.5103045989520454,235.04640457238622
11,1.0,-9.768266937955188,-172.9848532098454
12,1.0,4.384796804054085,-38.10936315615095
13,1.0,2.5846504170694917,16.85726640598348
14,1.0,8.83942254900527,90.1196459580417
15,1.0,9.52845567371548,10.835419191805215
16,1.0,-8.920841309876671,-136.9102147754516
17,1.0,6.571276708533906,-53.29109021938186
18,1.0,-3.4692308738829625,0.8260368327645295
19,1.0,-6.737650426465223,-286.42701066625733
20,1.0,9.509214518664615,155.66228554102904
21,1.0,8.356660785840763,228.54025812105624
22,1.0,8.416753225905635,151.58016726228757
23,1.0,-0.8095233326316986,84.71387075063946
24,1.0,-8.565558141036096,-166.40364634864693
25,1.0,5.870437909567958,197.8171944167121
26,1.0,5.552818461327704,-16.05210971180935
27,1.0,-8.408894453239089,-39.54887606079461
28,1.0,-9.027291030132377,-132.31899789102056
29,1.0,-4.309896891694902,-105.25574317116605
30,1.0,3.522242276304226,33.58677174850084
31,1.0,3.0147792129671602,52.491968027051975
32,1.0,-7.496135072007199,-15.921091364487168
33,1.0,-6.763935885560901,-51.486577782807736
34,1.0,1.972247221406378,-19.42419664447212
35,1.0,8.390531124304994,140.7462408897572
36,1.0,-5.44266480387167,-70.73111852574664
37,1.0,-4.315069461974872,-39.28382876445566
38,1.0,-7.31701957935557,-150.249223034113
39,1.0,-7.186397330842135,-133.97108523442355
40,1.0,-8.814039352525786,-284.0205534194989
41,1.0,-7.170427726192283,-55.50309011389321
42,1.0,-4.484553110157822,-126.97268653443176
43,1.0,-3.82703977132685,-228.05368455574063
44,1.0,-5.700661514901835,35.801590696377346
45,1.0,9.899945417448857,281.4298885586971
46,1.0,3.0905028347802754,131.13535306578763
47,1.0,-0.9220336401264873,89.2156057743174
48,1.0,5.57067918810241,63.07287570808957
49,1.0,-3.8782646379987162,-266.4038656408005
50,1.0,-2.2503127036853843,118.03522112416479
51,1.0,3.482285488149195,150.46736342916853
52,1.0,9.019616088170144,337.26951784437176
53,1.0,-2.0557252198430254,-145.79053453223833
54,1.0,6.132129724384063,78.45014695982496
55,1.0,-9.614346927000854,-343.69705273574215
56,1.0,-3.586033892715057,175.56215673998267
57,1.0,-3.4938977596370346,-120.65083159370776
58,1.0,-5.263507798368135,-89.97464068593003
59,1.0,7.511956239473592,210.08182889517292
60,1.0,4.971097312460168,85.76933065572109
61,1.0,-6.434159810072238,-149.11870433062526
62,1.0,-6.828935982821314,59.8929633432239
63,1.0,9.999078748252481,153.90791237306124
64,1.0,-2.5030257612382623,22.139097284458373
65,1.0,7.70494729592812,230.88948711714335
66,1.0,0.8625939775204183,208.58005568163907
67,1.0,3.0971843779695707,31.849400390130313
68,1.0,-3.8417159513083265,13.587759098768316
69,1.0,5.7170799485356945,121.70617525752039
70,1.0,6.790428162807292,-160.59769286550664
71,1.0,-9.918082782866456,-50.51971120082355
72,1.0,-7.469686530516661,-305.7792070317884
73,1.0,4.272711726796254,61.667671518681246
74,1.0,-3.5227947791960545,255.28339202917468
75,1.0,-6.941918935772955,-156.57005728186462
76,1.0,4.54004921048832,55.219072484988885
77,1.0,-9.908160420136802,-138.71202166066578
78,1.0,-4.5745220812869665,-35.3797888344443
79,1.0,0.5821874354548262,11.047831027876857
80,1.0,7.884990798667881,153.80632383498548
81,1.0,6.293068489809874,-34.942029370070216
82,1.0,8.433844710944761,-56.65977905039318
83,1.0,-3.859459763663571,-108.16923361139138
84,1.0,-7.965480671034699,-50.69223116160339
85,1.0,8.048162105130782,85.2285471673339
86,1.0,-2.2332649104034674,210.33130705397423
87,1.0,5.183171911707394,-142.3879188727181
88,1.0,-7.744573958534504,-130.88859850472596
89,1.0,-0.5677549819238359,-41.950640861143
90,1.0,-2.42562555894438,0.2168601110886108
91,1.0,5.639173931921693,188.44844361217451
92,1.0,-2.493438929233791,6.859084103409714
93,1.0,4.594478109506661,105.2599569214766
94,1.0,2.3483818483357544,18.650772095043212
95,1.0,-5.336986975897178,-219.98111591092407
96,1.0,4.833786391879496,53.459909089679726
97,1.0,1.8239622242383624,44.163488948934834
98,1.0,9.269652251247598,282.604336104165
99,1.0,-0.10442342384938019,8.27199210158159
100,1.0,-1.3314807612614343,-91.16440332273928
101,1.0,-8.428237205583562,-144.42423530656302
102,1.0,-8.54922285122626,-295.3825311151767
103,1.0,5.698618317177457,-109.92100406636543
104,1.0,-4.831912338102224,-12.440209968027517
105,1.0,-3.863605253515765,82.06354942895292
106,1.0,0.6775491260214306,-6.170178284252119
107,1.0,-2.3666055909990824,96.17043431195069
108,1.0,0.02554379002804641,-65.88022156858304
109,1.0,3.0677006669544737,13.16007730962935
110,1.0,7.083593357427668,152.67120198996804
111,1.0,-5.766800361248212,-89.24167559183525
112,1.0,-3.5231715154733756,-63.1226055797887
113,1.0,7.9470416603110605,335.38024391670217
114,1.0,6.297585009086461,190.32203364143243
115,1.0,-1.852821255888386,171.2856817557869
116,1.0,4.247948298209112,30.9985547188501
117,1.0,3.365026965962945,239.67546281145218
118,1.0,0.9761222150869919,17.889121893955313
119,1.0,-7.998347629278428,-89.73642881252613
120,1.0,6.875782039015239,-35.7133235929157
121,1.0,2.906328309167525,121.67966128835721
122,1.0,-3.89208955238191,-106.57955369270098
123,1.0,-6.7531173297703635,-170.1074653072272
124,1.0,9.754379242813606,130.3121313711334
125,1.0,2.2462727115441528,11.888777443376721
126,1.0,-7.855576598328602,-204.8613715751684
127,1.0,-3.4894427775044456,-36.4028739528496
128,1.0,6.26529823236734,135.79476483388723
129,1.0,2.1977243446329897,-1.1447318233302468
130,1.0,5.0760373921656,202.50057956277328
131,1.0,-3.267897309046557,53.894849682449816
132,1.0,-3.142647901230795,-164.86140056769256
133,1.0,7.402879986276334,184.3040264533899
134,1.0,-0.8613036560078724,-36.09273621704456
135,1.0,-9.37943940916507,-107.08993200062434
136,1.0,0.08223995652536509,47.79591603205702
137,1.0,8.199203191703928,318.1256408557317
